District,Province,Year,Broadband Internet Score,Mobile Internet Score,Key Structure Internet Access Score,Accessibility to Hospitals Score,Accessibility to Schools Score,Railway Heatwave Score,Road Heatwave Score,Road Flood Score,Railway Flood Score,Emissions Normalized Score,Air Quality Score,Deforestation Score,Emissions Score,Luminosity per Capita Score,Luminosity per Area Score,Built Area Development Score,Tourism Score,Agricultural Land Score,Infrastructure Score,Livability Score,Prosperity Score,canonical_Province,canonical_District,local_taxes,fees_charges,licences,levies,permits,com_ventures,total_OSR,osr_source_Province,osr_source_District,osr_match_status,osr_match_notes
Katete,Eastern,2022,44.0,47.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,47.0,95.0,96.0,52.0,8.0,61.0,40.0,45.0,91.0,41.0,64.0,49.0,Eastern,Katete,614441.0,1588400.0,159122.0,443329.0,468337.0,74808.0,3348437.0,Eastern,Katete,matched,
Kawambwa,Luapula,2022,44.0,38.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,95.0,68.0,53.0,95.0,59.0,16.0,64.0,45.0,24.0,39.2,66.62,41.6,Luapula,Kawambwa,468732.0,2471781.0,243628.0,25441.0,332169.0,30123.0,3571874.0,Luapula,Kawambwa,matched,
Kazungula,Southern,2022,44.0,62.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,92.0,59.0,19.0,98.0,79.0,29.0,39.0,45.0,92.0,54.4,61.25,56.8,Southern,Kazungula,601042.0,13673071.0,52650.0,650028.0,217153.0,35875.0,15229819.0,Southern,Kazungula,matched,
Kitwe,Copperbelt,2022,91.0,59.0,68.0,41.0,41.0,53.0,59.0,59.0,51.0,16.0,2.0,30.0,44.0,2.0,99.0,2.0,45.0,16.0,60.0,39.25,32.8,Copperbelt,Kitwe,56764070.0,34184243.0,1311152.0,3211282.0,14036276.0,0.0,109507023.0,Copperbelt,Kitwe City Council,matched,council suffix removed: Kitwe City Council -> Kitwe
Lavushimanda,Muchiga,2022,44.0,78.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,22.0,97.0,27.0,7.000000000000001,98.0,16.0,89.0,45.0,46.0,57.6,46.88,58.8,Muchinga,Lavushimanda,3975.0,450914.0,0.0,41222.0,81515.0,0.0,577626.0,Muchinga,Lavushimanda,matched,score province normalized: Muchiga -> Muchinga
Limulunga,Western,2022,44.0,52.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,38.0,39.0,31.0,37.0,59.0,11.0,9.0,45.0,63.0,42.0,45.88,37.4,Western,Limulunga,16394.0,168986.0,19890.0,313685.0,23740.0,1790.0,544485.0,Western,Limulunga,matched,
Livingstone,Southern,2022,91.0,52.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,91.0,16.0,19.0,80.0,6.0,94.0,3.0,45.0,24.0,61.8,53.5,34.4,Southern,Livingstone,27794731.0,8138144.0,721580.0,5791640.0,4248788.0,0.0,46694883.0,Southern,Livingstone City Council,matched,council suffix removed: Livingstone City Council -> Livingstone
Luampa,Western,2022,44.0,41.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,77.0,52.0,39.0,79.0,94.0,12.0,84.0,45.0,28.000000000000004,39.8,58.62,52.6,Western,Luampa,11893.0,270369.0,60056.0,226602.0,4913.0,0.0,573833.0,Western,Luampa,matched,
Luangwa,Lusaka,2022,44.0,24.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,9.0,95.0,68.0,14.000000000000002,83.0,48.0,60.0,45.0,32.0,46.8,51.0,53.6,Lusaka,Luangwa,129256.0,1182422.0,256579.0,1719553.0,89645.0,55624.0,3433079.0,Lusaka,Luangwa,matched,
Luano,Central,2022,44.0,14.000000000000002,32.0,41.0,41.0,53.0,59.0,59.0,51.0,21.0,91.0,75.0,11.0,90.0,51.0,67.0,45.0,67.0,34.4,52.5,64.0,Central,Luano,1011235.0,597976.0,1844.0,56659.0,24390.0,45353.0,1737457.0,Central,Luano,matched,
Luanshya,Copperbelt,2022,44.0,68.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,39.0,6.0,46.0,57.99999999999999,3.0,90.0,1.0,45.0,12.0,45.2,46.38,30.2,Copperbelt,Luanshya,34482706.0,7112284.0,1251553.0,125342.0,1414820.0,-284.0,44386421.0,Copperbelt,Luanshya Municipal Council,matched,council suffix removed: Luanshya Municipal Council -> Luanshya
Lufwanyama,Copperbelt,2022,44.0,89.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,85.0,17.0,46.0,88.0,68.0,27.0,74.0,45.0,35.0,59.8,57.25,49.8,Copperbelt,Lufwanyama,4133817.0,3134942.0,168421.0,800171.0,281155.0,0.0,8518506.0,Copperbelt,Lufwanyama,matched,
Lukulu,Western,2022,44.0,31.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,87.0,50.0,37.0,90.0,72.0,12.0,34.0,45.0,53.0,48.2,60.75,43.2,Western,Lukulu,14813.0,678251.0,7846.0,544680.0,10100.0,0.0,1255690.0,Western,Lukulu,matched,
Lumezi,Eastern,2022,44.0,84.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,47.0,99.0,7.000000000000001,33.0,61.0,31.0,62.0,45.0,78.0,48.4,51.0,55.4,Eastern,Lumezi,2370.0,428093.0,3630.0,209628.0,10860.0,54530.0,709111.0,Eastern,Lumezi,matched,
Lundazi,Eastern,2022,44.0,35.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,77.0,99.0,5.0,76.0,2.0,46.0,17.0,45.0,87.0,38.6,59.88,39.4,Eastern,Lundazi,128261.0,2689443.0,61290.0,580855.0,395498.0,402420.0,4257767.0,Eastern,Lundazi,matched,
Lunga,Luapula,2022,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,1.0,89.0,66.0,1.0,69.0,1.0,71.0,45.0,11.0,43.4,47.38,39.4,Luapula,Lunga,2250.0,31600.0,650.0,51703.0,1350.0,0.0,87553.0,Luapula,Lunga,matched,
Lunte,Northern,2022,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,86.0,86.0,46.0,87.0,72.0,24.0,86.0,45.0,13.0,43.4,65.88,48.0,Northern,Lunte,735.0,135000.0,1450.0,8400.0,0.0,-29155.0,116430.0,Northern ,Lunte,matched,
Lupososhi,Northern,2022,44.0,15.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,45.0,77.0,41.0,43.0,48.0,10.0,99.0,45.0,7.000000000000001,45.0,53.5,41.8,Northern,Lupososhi,3903.0,504264.0,3932.0,20296.0,53548.0,0.0,585943.0,Northern ,Lupososhi,matched,
Lusaka,Lusaka,2022,92.0,62.0,63.0,41.0,41.0,53.0,59.0,59.0,51.0,1.0,0.0,84.0,22.0,5.0,100.0,0.0,45.0,34.0,59.8,41.12,36.8,Lusaka,Lusaka,105543585.0,76024653.0,5340513.0,44164671.0,34693517.0,6988154.0,272755093.0,Lusaka,Lusaka City Council,matched,council suffix removed: Lusaka City Council -> Lusaka
Lusangazi,Eastern,2022,44.0,21.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,74.0,96.0,40.0,74.0,41.0,48.0,72.0,45.0,62.0,35.8,63.25,53.6,Eastern,Lusangazi,2938.0,342366.0,24256.0,149582.0,54848.0,0.0,573990.0,Eastern,Lusangazi,matched,
Luwingu,Northern,2022,44.0,97.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,46.0,83.0,47.0,42.0,51.0,18.0,53.0,45.0,14.000000000000002,51.0,55.0,36.2,Northern,Luwingu,142179.0,872636.0,30186.0,230254.0,24233.0,22270.0,1321758.0,Northern ,Luwingu,matched,
Mafinga,Muchiga,2022,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,53.0,100.0,16.0,53.0,39.0,2.0,23.0,45.0,45.0,33.0,55.5,30.8,Muchinga,Mafinga,8932.0,668782.0,5449.0,101587.0,37388.0,0.0,822138.0,Muchinga,Mafinga,matched,score province normalized: Muchiga -> Muchinga
Mambwe,Eastern,2022,44.0,86.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,26.0,94.0,31.0,21.0,54.0,34.0,56.99999999999999,45.0,55.00000000000001,48.8,49.25,49.0,Eastern,Mambwe,1927225.0,679859.0,38200.0,401159.0,95188.0,-33283.0,3108348.0,Eastern,Mambwe,matched,
Mansa,Luapula,2022,44.0,23.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,33.0,69.0,47.0,23.0,28.000000000000004,39.0,27.0,45.0,14.000000000000002,36.2,49.25,30.6,Luapula,Mansa,1631784.0,6638131.0,178250.0,3007834.0,1738631.0,526311.0,13720941.0,Luapula,Mansa Municipal Council,matched,council suffix removed: Mansa Municipal Council -> Mansa
Manyinga,North-Western,2022,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,84.0,53.0,41.0,86.0,72.0,10.0,65.0,45.0,23.0,33.0,60.75,43.0,North-Western,Manyinga,12323.0,713920.0,11639.0,1173468.0,2630.0,0.0,1913980.0,North Western,Manyinga,matched,province normalized: North Western -> North-Western
Masaiti,Copperbelt,2022,44.0,54.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,36.0,41.0,14.000000000000002,37.0,29.0,78.0,47.0,45.0,38.0,42.4,43.75,47.4,Copperbelt,Masaiti,7164325.0,451741.0,8755.0,1240376.0,132295.0,0.0,8997492.0,Copperbelt,Masaiti,matched,
Mazabuka,Southern,2022,90.0,54.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,1.0,32.0,2.0,3.0,28.000000000000004,83.0,15.0,45.0,93.0,51.6,32.5,52.8,Southern,Mazabuka,11238122.0,3797826.0,1181519.0,224009.0,1192188.0,6947.0,17640611.0,Southern,Mazabuka Municipal Council,matched,council suffix removed: Mazabuka Municipal Council -> Mazabuka
Mbala,Northern,2022,44.0,25.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,81.0,97.0,9.0,80.0,22.0,36.0,47.0,45.0,48.0,36.6,61.12,39.6,Northern,Mbala,482160.0,2155261.0,158243.0,438350.0,435106.0,6291.0,3675411.0,Northern,Mbala Municipal Council,matched,council suffix removed: Mbala Municipal Council -> Mbala
Milengi,Luapula,2022,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,91.0,79.0,37.0,90.0,73.0,6.0,95.0,45.0,3.0,43.4,64.88,44.4,Luapula,Milengi,10673.0,517514.0,10620.0,7050.0,300.0,71840.0,617997.0,Luapula,Milenge,matched,district spelling normalized: Milenge -> Milengi
Mitete,Western,2022,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,60.0,40.0,20.0,57.99999999999999,91.0,4.0,93.0,45.0,47.0,43.4,50.0,56.0,Western,Mitete,5850.0,185620.0,1610.0,8419.0,550.0,281110.0,483159.0,Western,Mitete,matched,
Mkushi,Central,2022,44.0,68.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,37.0,87.0,59.0,25.0,50.0,42.0,38.0,45.0,92.0,45.2,53.75,53.4,Central,Mkushi,524723.0,1421752.0,33165.0,4200561.0,537179.0,146880.0,6864260.0,Central,Mkushi,matched,
Mongu,Western,2022,44.0,44.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,42.0,42.0,30.0,34.0,35.0,35.0,6.0,45.0,67.0,40.4,46.25,37.6,Western,Mongu,1428436.0,4150491.0,1404665.0,533244.0,1257141.0,55093.0,8829070.0,Western,Mongu Municipal Council,matched,council suffix removed: Mongu Municipal Council -> Mongu
Monze,Southern,2022,44.0,51.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,56.99999999999999,48.0,4.0,56.00000000000001,17.0,45.0,9.0,45.0,87.0,41.8,48.38,40.6,Southern,Monze,1554115.0,2783654.0,249652.0,556119.0,1423432.0,52230.0,6619202.0,Southern,Monze,matched,
Mpika,Muchiga,2022,44.0,33.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,26.0,99.0,31.0,7.000000000000001,87.0,53.0,8.0,45.0,71.0,38.2,48.12,52.8,Muchinga,Mpika,852306.0,3856500.0,74024.0,1065445.0,758020.0,0.0,6606295.0,Muchinga,Mpika,matched,score province normalized: Muchiga -> Muchinga
Mpongwe,Copperbelt,2022,44.0,80.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,94.0,61.0,80.0,94.0,61.0,39.0,36.0,45.0,88.0,47.6,68.88,53.8,Copperbelt,Mpongwe,252035.0,3576546.0,40560.0,925541.0,282068.0,0.0,5076750.0,Copperbelt,Mpongwe,matched,
Mporokoso,Northern,2022,44.0,16.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,97.0,77.0,53.0,93.0,61.0,28.000000000000004,50.0,45.0,4.0,45.2,67.75,37.6,Northern,Mporokoso,117762.0,490253.0,182859.0,0.0,68878.0,551.0,860303.0,Northern ,Mporokoso,matched,
Mpulungu,Northern,2022,44.0,39.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,80.0,93.0,23.0,83.0,60.0,15.0,11.0,45.0,33.0,49.8,62.62,32.8,Northern,Mpulungu,571504.0,1112755.0,335603.0,588962.0,162364.0,-13738.0,2757450.0,Northern ,Mpulungu,matched,
Mufulira,Copperbelt,2022,44.0,68.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,76.0,4.0,29.0,75.0,11.0,89.0,6.0,45.0,27.0,45.2,50.75,35.6,Copperbelt,Mufulira,24769977.0,10303890.0,99110.0,1384979.0,1924303.0,0.0,38482259.0,Copperbelt,Mufulira Municipal Council,matched,council suffix removed: Mufulira Municipal Council -> Mufulira
Mufumbwe,North-Western,2022,44.0,78.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,83.0,64.0,76.0,91.0,96.0,14.000000000000002,33.0,45.0,52.0,47.2,67.0,48.0,North-Western,Mufumbwe,7693.0,827566.0,50.0,834642.0,104040.0,-10682.0,1763309.0,North Western,Mufumbwe,matched,province normalized: North Western -> North-Western
Mulobezi,Western,2022,44.0,97.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,88.0,57.99999999999999,23.0,93.0,99.0,14.000000000000002,26.0,45.0,35.0,61.4,60.5,43.8,Western,Mulobezi,14114.0,526913.0,16235.0,89941.0,37482.0,11786.0,696471.0,Western,Mulobezi,matched,
Mumbwa,Central,2022,44.0,20.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,49.0,56.99999999999999,56.99999999999999,24.0,62.0,44.0,12.0,45.0,95.0,35.6,51.12,51.6,Central,Mumbwa,2375870.0,3919262.0,75320.0,1699599.0,641386.0,21854.0,8733291.0,Central,Mumbwa,matched,
Mungwi,Northern,2022,44.0,76.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,45.0,98.0,25.0,32.0,45.0,8.0,49.0,45.0,59.0,46.8,52.75,41.2,Northern,Mungwi,129815.0,644084.0,133728.0,57670.0,24248.0,15340.0,1004885.0,Northern ,Mungwi,matched,
Mushindano,North-Western,2022,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,89.0,20.0,44.0,93.0,91.0,5.0,98.0,45.0,14.000000000000002,43.4,58.5,50.6,North-Western,Mushindano,7630.0,2720629.6,46240.0,29281.5,10056844.28,0.0,12860625.38,North Western,Mushindamo,matched,province normalized: North Western -> North-Western; district spelling normalized: Mushindamo -> Mushindano
Mwandi,Western,2022,44.0,13.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,94.0,62.0,9.0,92.0,92.0,9.0,15.0,45.0,46.0,44.6,59.88,41.4,Western,Mwandi,8583.0,255604.0,11160.0,236521.0,22220.0,0.0,534088.0,Western,Mwandi,matched,
Mwansabombwe,Luapula,2022,44.0,20.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,92.0,64.0,57.99999999999999,82.0,19.0,33.0,54.0,45.0,4.0,46.0,64.75,31.0,Luapula,Mwansabombwe,12992.0,429297.0,400.0,47570.0,75165.0,0.0,565424.0,Luapula,Mwansabombwe,matched,
Mwense,Luapula,2022,44.0,92.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,56.00000000000001,65.0,20.0,63.0,29.0,78.0,42.0,45.0,12.0,50.0,53.25,41.2,Luapula,Mwense,1337936.0,1311604.0,15600.0,251824.0,137608.0,14459.0,3069031.0,Luapula,Mwense,matched,
Mwinilunga,North-Western,2022,44.0,42.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,96.0,29.0,39.0,99.0,82.0,2.0,65.0,45.0,37.0,40.0,60.62,46.2,North-Western,Mwinilunga,11528.0,893889.0,230319.0,858214.0,26822.0,95587.0,2116359.0,North Western,Mwinilunga,matched,province normalized: North Western -> North-Western
Nakonde,Muchiga,2022,44.0,81.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,76.0,100.0,13.0,76.0,30.0,31.0,1.0,45.0,51.0,47.8,60.88,31.6,Muchinga,Nakonde,10783.0,26331584.0,59181.0,863097.0,667914.0,13923.0,27946482.0,Muchinga,Nakonde,matched,score province normalized: Muchiga -> Muchinga
Nalolo,Western,2022,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,57.99999999999999,50.0,22.0,56.99999999999999,60.0,14.000000000000002,30.0,45.0,63.0,43.4,51.12,42.4,Western,Nalolo,150870.0,133699.0,1250.0,29142.0,100.0,0.0,315061.0,Western,Nalolo,matched,
Namwala,Southern,2022,44.0,60.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,14.000000000000002,56.00000000000001,5.0,13.0,34.0,11.0,17.0,45.0,89.0,54.0,38.75,39.2,Southern,Namwala,37130.0,731279.0,84525.0,1887477.0,273411.0,-29218.0,2984604.0,Southern,Namwala,matched,
Nchelenge,Luapula,2022,44.0,27.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,78.0,60.0,52.0,78.0,12.0,2.0,21.0,45.0,9.0,37.0,61.25,17.8,Luapula,Nchelenge,60762.0,1401413.0,0.0,612231.0,57510.0,20500.0,2152416.0,Luapula,Nchelenge,matched,
Ndola,Copperbelt,2022,95.0,69.0,66.0,41.0,41.0,53.0,59.0,59.0,51.0,7.000000000000001,5.0,4.0,34.0,4.0,98.0,3.0,45.0,31.0,62.4,34.0,36.2,Copperbelt,Ndola,31754234.0,26395031.0,4734809.0,0.0,15909.0,8379.0,62908362.0,Copperbelt,Ndola City Coucil,matched,council suffix removed: Ndola City Coucil -> Ndola
Ngabwe,Central,2022,44.0,83.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,16.0,65.0,59.0,12.0,94.0,10.0,89.0,45.0,61.0,48.2,46.75,59.8,Central,Ngabwe,4856.0,467069.0,90395.0,214091.0,8070.0,235970.0,1020451.0,Central,NgabweTown Council,matched,council suffix removed: NgabweTown Council -> Ngabwe
Nkeyema,Western,2022,44.0,45.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,54.0,55.00000000000001,67.0,55.00000000000001,41.0,32.0,69.0,45.0,59.0,51.0,56.62,49.2,Western,Nkeyema,19390.0,263013.0,6300.0,1137093.0,24650.0,0.0,1450446.0,Western,Nkeyema,matched,
Nsama,Northern,2022,44.0,24.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,91.0,86.0,6.0,92.0,83.0,56.00000000000001,65.0,45.0,29.0,36.4,62.12,55.6,Northern,Nsama,9808.0,397832.0,1350.0,665010.0,30226.0,8422.0,1112648.0,Northern ,Nsama,matched,
Nyimba,Eastern,2022,44.0,23.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,18.0,88.0,56.00000000000001,9.0,69.0,48.0,18.0,45.0,68.0,36.2,49.12,49.6,Eastern,Nyimba,1285405.0,2544526.0,38403.0,780463.0,575853.0,145002.0,5369652.0,Eastern,NyimbaTown Council,matched,council suffix removed: NyimbaTown Council -> Nyimba
Pemba,Southern,2022,44.0,61.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,83.0,54.0,22.0,79.0,20.0,20.0,30.0,45.0,61.0,43.8,57.5,35.2,Southern,Pemba,16313.0,1167011.0,62598.0,287237.0,8442.0,20998.0,1562599.0,Southern,Pemba,matched,
Petauke,Eastern,2022,44.0,39.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,17.0,98.0,94.0,23.0,9.0,34.0,24.0,45.0,94.0,39.4,56.75,41.2,Eastern,Petauke,1250322.0,3618493.0,11834.0,849472.0,1257614.0,-194313.0,6793422.0,Eastern,Petauke,matched,
Rufunsa,Lusaka,2022,44.0,26.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,15.0,94.0,76.0,7.000000000000001,89.0,61.0,62.0,45.0,33.0,47.2,51.75,58.0,Lusaka,Rufunsa,35715.0,2493247.0,76858.0,202461.0,117576.0,0.0,2925857.0,Lusaka,Rufunsa,matched,
Samfya,Luapula,2022,44.0,69.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,12.0,84.0,13.0,18.0,17.0,1.0,54.0,45.0,48.0,55.8,43.62,33.0,Luapula,Samfya,207499.0,1067739.0,38069.0,591960.0,365576.0,-17182.0,2253661.0,Luapula,Samfya,matched,
Senanga,Western,2022,44.0,32.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,88.0,54.0,29.0,92.0,73.0,20.0,8.0,45.0,49.0,48.4,60.62,39.0,Western,Senanga,113191.0,969184.0,348000.0,80161.0,199825.0,65962.0,1776323.0,Western,Senanga,matched,
Senga Hill,Northern,2022,44.0,22.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,79.0,98.0,16.0,80.0,40.0,4.0,56.99999999999999,45.0,37.0,46.4,61.88,36.6,Northern,Senga Hill,35878.0,459263.0,72958.0,60.0,5500.0,0.0,573659.0,Northern ,Senga Hill,matched,
Serenje,Central,2022,44.0,54.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,30.0,94.0,44.0,13.0,67.0,41.0,53.0,45.0,70.0,42.4,50.38,55.2,Central,Serenje,304213.0,5574390.0,184546.0,1025930.0,812200.0,95720.0,7996999.0,Central,Serenje,matched,
Sesheke,Western,2022,44.0,84.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,94.0,54.0,28.000000000000004,97.0,93.0,26.0,10.0,45.0,56.99999999999999,48.4,61.88,46.2,Western,Sesheke,103827.0,3049333.0,131725.0,857493.0,144580.0,-22131.0,4264827.0,Western,Sesheke,matched,
Shangombo,Western,2022,44.0,50.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,76.0,45.0,20.0,77.0,78.0,5.0,69.0,45.0,56.99999999999999,41.6,55.0,50.8,Western,Shangombo,12156.0,633364.0,12790.0,358276.0,7019.0,0.0,1023605.0,Western,Shangombo,matched,
Shibuyunji,Central,2022,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,2.0,7.000000000000001,9.0,16.0,17.0,47.0,20.0,45.0,77.0,33.0,32.0,41.2,Central,Shibuyunji,5219932.0,381941.0,37950.0,193714.0,91588.0,0.0,5925125.0,Central,Shibuyunji,matched,
Shiwang'Andu,Muchiga,2022,44.0,38.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,38.0,98.0,12.0,25.0,79.0,10.0,56.00000000000001,45.0,27.0,39.2,49.38,43.4,Muchinga,Shiwang'Andu,2910.0,782058.0,2250.0,38006.0,32670.0,0.0,857894.0,Muchinga,Shiwang'andu,matched,score province normalized: Muchiga -> Muchinga; score district normalized: Shiwang'Andu -> Shiwang'andu
Siavonga,Southern,2022,44.0,70.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,14.000000000000002,66.0,13.0,25.0,52.0,80.0,21.0,45.0,42.0,45.6,42.5,48.0,Southern,Siavonga,5765799.0,234835.0,116863.0,5834197.0,347167.0,99480.0,12398341.0,Southern,Siavonga,matched,
Sikongo,Western,2022,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,93.0,42.0,8.0,93.0,75.0,1.0,70.0,45.0,53.0,43.4,57.25,48.8,Western,Sikongo,7118.0,514292.0,2490.0,63600.0,550.0,100549.0,688599.0,Western,Sikongo,matched,
Sinazongwe,Southern,2022,44.0,83.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,12.0,31.0,10.0,13.0,37.0,55.00000000000001,29.0,45.0,66.0,48.2,36.0,46.4,Southern,Sinazongwe,4924535.0,833689.0,509391.0,2514176.0,81015.0,0.0,8862806.0,Southern,Sinazongwe,matched,
Sinda,Eastern,2022,44.0,78.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,70.0,97.0,97.0,73.0,7.000000000000001,30.0,56.00000000000001,45.0,92.0,47.2,69.88,46.0,Eastern,Sinda,40553.0,1231528.0,0.0,271311.0,180714.0,128850.0,1852956.0,Eastern,Sinda,matched,
Sioma,Western,2022,44.0,29.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,86.0,46.0,22.0,88.0,79.0,24.0,51.0,45.0,75.0,37.4,58.0,54.8,Western,Sioma,10463.0,527565.0,3550.0,106917.0,8400.0,0.0,656895.0,Western,Sioma,matched,
Solwezi,North-Western,2022,88.0,49.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,99.0,19.0,55.00000000000001,98.0,29.0,91.0,82.0,45.0,8.0,50.2,61.62,51.0,North-Western,Solwezi,59159027.0,6360531.0,526370.0,2848001.0,2270072.0,-11565.0,71152436.0,North Western,Solwezi Municipal Council,matched,province normalized: North Western -> North-Western; council suffix removed: Solwezi Municipal Council -> Solwezi
Vubwi,Eastern,2022,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,42.0,79.0,35.0,59.0,19.0,46.0,82.0,45.0,53.0,33.0,54.62,49.0,Eastern,Vubwi,9865.0,535179.0,4825.0,72168.0,5860.0,1638227.0,2266124.0,Eastern,Vubwi,matched,
Zambezi,North-Western,2022,44.0,26.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,84.0,39.0,34.0,88.0,80.0,3.0,13.0,45.0,55.00000000000001,36.8,58.38,39.2,North-Western,Zambezi,2855.0,735878.0,138849.0,432457.0,288422.0,139606.0,1738067.0,North Western,Zambezi,matched,province normalized: North Western -> North-Western
Zimba,Southern,2022,44.0,32.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,41.0,51.0,7.000000000000001,36.0,54.0,28.000000000000004,28.000000000000004,45.0,82.0,38.0,44.62,47.4,Southern,Zimba,65757.0,1196523.0,19022.0,595369.0,149173.0,2168.0,2028012.0,Southern,Zimba,matched,
Chadiza,Eastern,2023,44.0,52.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,79.0,71.0,69.0,77.0,11.0,50.0,67.0,45.0,77.0,42.0,64.75,50.0,Eastern,Chadiza,72345.0,656933.0,25650.0,2045246.0,175984.0,0.0,2976158.0,Eastern,Chadiza,matched,
Chama,Muchiga,2023,44.0,34.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,38.0,95.0,4.0,14.000000000000002,89.0,55.00000000000001,82.0,45.0,25.0,48.8,46.62,59.2,Muchinga,Chama,71609.0,486384.0,8870.0,258120.0,91270.0,946578.0,1862831.0,Eastern,Chama,matched,OSR province differs from score/admin geography: Eastern -> Muchinga; score province normalized: Muchiga -> Muchinga
Chasefu,Eastern,2023,44.0,74.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,75.0,84.0,1.0,75.0,24.0,38.0,93.0,45.0,57.99999999999999,46.4,57.12,51.6,Eastern,Chasefu,5799.0,665482.0,13000.0,285402.0,6180.0,0.0,975863.0,Eastern,Chasefu,matched,
Chavuma,North-Western,2023,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,35.0,17.0,10.0,33.0,66.0,4.0,33.0,45.0,45.0,33.0,39.62,38.6,North-Western,Chavuma,417690.0,1029967.0,11833.0,282748.0,25707.0,0.0,1767945.0,North Western,Chavuma,matched,province normalized: North Western -> North-Western
